,Name,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
355,John Ruddy,€200k,"May 24, 2024","Oct 24, 1986",37,1.92,England,[],Goalkeeper,,Newcastle,,,"Jul 1, 2024","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
356,Romelu Lukaku,€30.00m,"Jun 5, 2024","May 13, 1993",31,1.91,Belgium,[],Centre-Forward,,Chelsea,,,"Aug 12, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
357,Marcos Senesi,€22.00m,"May 27, 2024","May 10, 1997",27,1.85,Argentina,"['Argentina', 'Italy']",Centre-Back,,Bournemouth,,,"Aug 8, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
358,Dean Henderson,€12.00m,"May 27, 2024","Mar 12, 1997",27,1.88,England,['England'],Goalkeeper,,Crystal Palace,,,"Aug 31, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
359,Hannibal,€9.00m,"Jun 7, 2024","Jan 21, 2003",21,1.83,Tunisia,"['France', 'Tunisia']",Attacking Midfield,"                  0
0  Central Midfield
1      Right Winger",Man Utd,,,"Jul 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
360,Nathan Fraser,€1.00m,"May 27, 2024","Feb 22, 2005",19,1.88,Ireland,"['England', 'Ireland']",Centre-Forward,,Wolves,,,"Jan 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
361,Milos Kerkez,€20.00m,"May 27, 2024","Nov 7, 2003",20,1.8,Hungary,[],Left-Back,,Bournemouth,,,"Jul 20, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
362,Fábio Carvalho,€14.00m,"May 24, 2024","Aug 30, 2002",21,1.7,Portugal,[],Attacking Midfield,,Liverpool,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
363,Jakub Moder,€10.00m,"May 27, 2024","Apr 7, 1999",25,1.91,Poland,['Poland'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Brighton,,,"Oct 4, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
364,Joel Ward,€1.00m,"May 27, 2024","Oct 29, 1989",34,1.86,England,['England'],Right-Back,"                0
0       Left-Back
1  Right Midfield",Crystal Palace,,,"Jul 1, 2012","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
365,Wes Burns,€1.50m,"May 24, 2024","Nov 23, 1994",29,1.73,Wales,[],Right Midfield,,Ipswich,,,"Jul 1, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
366,Ben Doak,€10.00m,"May 27, 2024","Nov 11, 2005",18,1.73,Scotland,['Scotland'],Right Winger,"             0
0  Left Winger",Liverpool,,,"Jul 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
367,Lewis Dunk,€12.00m,"May 27, 2024","Nov 21, 1991",32,1.92,England,['England'],Centre-Back,,Brighton,,,"Apr 30, 2010","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
368,Adam Lallana,€1.00m,"May 27, 2024","May 10, 1988",36,1.72,England,['England'],Attacking Midfield,"                  0
0     Left Midfield
1  Central Midfield",Southampton,,,"Jul 1, 2024","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
369,Jannik Vestergaard,€3.00m,"May 24, 2024","Aug 3, 1992",31,1.99,Denmark,"['Denmark', 'Germany']",Centre-Back,"                    0
0  Defensive Midfield",Leicester,,,"Aug 13, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
370,Malcolm Ebiowei,€1.50m,"Jun 4, 2024","Sep 4, 2003",20,1.85,England,[],Right Winger,,Crystal Palace,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
371,Juan Larios,€4.50m,"May 24, 2024","Jan 12, 2004",20,1.7,Spain,[],Left-Back,,Southampton,,,"Sep 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
372,Ryan Manning,€3.00m,"May 24, 2024","Jun 14, 1996",28,1.73,Ireland,['Ireland'],Left-Back,"               0
0  Left Midfield
1    Centre-Back",Southampton,,,"Jul 11, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
373,Emiliano Martínez,€28.00m,"May 27, 2024","Sep 2, 1992",31,1.95,Argentina,"['Argentina', 'Spain']",Goalkeeper,,Aston Villa,,,"Sep 16, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
374,Pedro Porro,€45.00m,"May 27, 2024","Sep 13, 1999",24,1.73,Spain,[],Right-Back,,Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
375,Robert Sánchez,€20.00m,"May 27, 2024","Nov 18, 1997",26,1.97,Spain,"['England', 'Spain']",Goalkeeper,,Chelsea,,,"Aug 5, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
376,Mario Lemina,€10.00m,"May 27, 2024","Sep 1, 1993",30,1.84,Gabon,[],Defensive Midfield,,Wolves,,,"Jan 13, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
377,Antony,€25.00m,"May 27, 2024","Feb 24, 2000",24,1.72,Brazil,['Brazil'],Right Winger,"             0
0  Left Winger",Man Utd,,,"Aug 30, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
378,Enzo Barrenechea,€7.50m,"Jun 5, 2024","May 22, 2001",23,1.86,Argentina,['Argentina'],Defensive Midfield,"                  0
0  Central Midfield",Aston Villa,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
379,Ji-soo Kim,€600k,"Dec 19, 2023","Dec 24, 2004",19,1.92,"Korea, South","['Korea, South']",Centre-Back,,Brentford,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
380,Tyrick Mitchell,€25.00m,"May 27, 2024","Sep 1, 1999",24,1.75,England,"['England', 'Jamaica']",Left-Back,"               0
0  Left Midfield",Crystal Palace,,,"Jul 1, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
381,Marcus Tavernier,€20.00m,"May 27, 2024","Mar 22, 1999",25,1.78,England,[],Left Midfield,,Bournemouth,,,"Aug 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
382,Vladimír Coufal,€8.00m,"May 27, 2024","Aug 22, 1992",31,1.74,Czech Republic,"['CSSR', 'Czech Republic']",Right-Back,"                0
0  Right Midfield",West Ham,,,"Oct 2, 2020","Jun 30, 2024",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
383,Will Smallbone,€5.00m,"May 24, 2024","Feb 21, 2000",24,1.83,Ireland,"['England', 'Ireland']",Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Southampton,,,"Jan 1, 2020","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
384,Neto,€2.50m,"May 27, 2024","Jul 19, 1989",34,1.9,Brazil,[],Goalkeeper,,Bournemouth,,,"Aug 7, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
385,Sam Morsy,€900k,"May 24, 2024","Sep 10, 1991",32,1.75,Egypt,"['England', 'Egypt']",Central Midfield,"                    0
0  Defensive Midfield",Ipswich,,,"Aug 31, 2021","Jun 30, 2024",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
386,Lucas Bergvall,€10.00m,"Jun 13, 2024","Feb 2, 2006",18,1.87,Sweden,['Sweden'],Central Midfield,,Tottenham,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
387,Ben Chilwell,€28.00m,"May 27, 2024","Dec 21, 1996",27,1.8,England,[],Left-Back,,Chelsea,,,"Aug 26, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
388,Kacper Kozlowski,€5.00m,"May 31, 2024","Oct 16, 2003",20,1.82,Poland,['Poland'],Central Midfield,"                    0
0  Attacking Midfield
1         Left Winger",Brighton,,,"Jan 5, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
389,Carlos Vinícius,€4.00m,"May 31, 2024","Mar 25, 1995",29,1.9,Brazil,['Brazil'],Centre-Forward,,Fulham,,,"Sep 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
390,Harry Winks,€12.00m,"May 24, 2024","Feb 2, 1996",28,1.78,England,['England'],Defensive Midfield,"                  0
0  Central Midfield",Leicester,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
391,Axel Tuanzebe,€2.20m,"May 24, 2024","Nov 14, 1997",26,1.85,DR Congo,"['England', 'DR Congo']",Centre-Back,"            0
0  Right-Back",Ipswich,,,"Sep 8, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
392,Ederson,€35.00m,"May 27, 2024","Aug 17, 1993",30,1.88,Brazil,[],Goalkeeper,,Man City,,,"Jul 1, 2017","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
393,Moisés Caicedo,€75.00m,"May 27, 2024","Nov 2, 2001",22,1.78,Ecuador,['Ecuador'],Defensive Midfield,"                  0
0  Central Midfield",Chelsea,,,"Aug 14, 2023","Jun 30, 2031",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
394,Nick Pope,€16.00m,"May 27, 2024","Apr 19, 1992",32,1.98,England,[],Goalkeeper,,Newcastle,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
395,Frank Onyeka,€9.00m,"May 27, 2024","Jan 1, 1998",26,1.83,Nigeria,['Nigeria'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Brentford,,,"Jul 20, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
396,Kamaldeen Sulemana,€13.00m,"May 24, 2024","Feb 15, 2002",22,1.75,Ghana,['Ghana'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Southampton,,,"Jan 31, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
397,Janoi Donacien,€300k,"May 24, 2024","Nov 3, 1993",30,1.83,St. Lucia,[],Right-Back,,Ipswich,,,"Jan 3, 2019","Jun 30, 2024",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
398,Diego Carlos,€16.00m,"May 27, 2024","Mar 15, 1993",31,1.85,Brazil,"['Brazil', 'Spain']",Centre-Back,,Aston Villa,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
399,Christian Eriksen,€8.00m,"May 27, 2024","Feb 14, 1992",32,1.82,Denmark,['Denmark'],Central Midfield,"                    0
0  Attacking Midfield
1       Left Midfield",Man Utd,,,"Jul 15, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
400,Louie Moulden,€175k,"Jun 28, 2024","Jan 6, 2002",22,1.9,England,['England'],Goalkeeper,,Wolves,,,"Jul 1, 2021","Jun 30, 2024",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
401,Matty Cash,€28.00m,"May 27, 2024","Aug 7, 1997",26,1.85,Poland,"['England', 'Poland']",Right-Back,"                  0
0    Right Midfield
1  Central Midfield",Aston Villa,,,"Sep 3, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
402,Jamal Lewis,€3.50m,"May 24, 2024","Jan 25, 1998",26,1.78,Northern Ireland,[],Left-Back,,Newcastle,,,"Sep 8, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
403,Tyrell Malacia,€18.00m,"May 27, 2024","Aug 17, 1999",24,1.69,Netherlands,[],Left-Back,,Man Utd,,,"Jul 5, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
404,Curtis Jones,€35.00m,"May 27, 2024","Jan 30, 2001",23,1.85,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1       Left Midfield",Liverpool,,,"Jul 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
405,Harvey Barnes,€35.00m,"May 27, 2024","Dec 9, 1997",26,1.82,England,"['England', 'Scotland']",Left Winger,"                    0
0       Left Midfield
1  Attacking Midfield",Newcastle,,,"Jul 23, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
406,Jan Paul van Hecke,€18.00m,"May 27, 2024","Jun 8, 2000",24,1.89,Netherlands,['Netherlands'],Centre-Back,,Brighton,,,"Sep 10, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
407,Carlos Miguel,€4.00m,"Jun 17, 2024","Oct 9, 1998",25,2.04,Brazil,[],Goalkeeper,,Nottm Forest,,,"Jul 9, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
408,Garang Kuol,€600k,"May 31, 2024","Sep 15, 2004",19,1.75,Australia,[],Left Winger,,Newcastle,,,"Jan 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
409,Wesley Fofana,€25.00m,"May 27, 2024","Dec 17, 2000",23,1.86,France,"['France', ""Cote d'Ivoire""]",Centre-Back,,Chelsea,,,"Aug 31, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
410,Sven Botman,€45.00m,"May 27, 2024","Jan 12, 2000",24,1.95,Netherlands,['Netherlands'],Centre-Back,,Newcastle,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
411,Axel Disasi,€40.00m,"May 27, 2024","Mar 11, 1998",26,1.9,France,[],Centre-Back,,Chelsea,,,"Aug 4, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
412,Harrison Reed,€15.00m,"May 27, 2024","Jan 27, 1995",29,1.81,England,[],Central Midfield,,Fulham,,,"Aug 30, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
413,Sasa Kalajdzic,€5.00m,"May 29, 2024","Jul 7, 1997",27,2.0,Austria,['Austria'],Centre-Forward,,Wolves,,,"Aug 31, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
414,Nathan Aké,€40.00m,"May 27, 2024","Feb 18, 1995",29,1.8,Netherlands,"[""Cote d'Ivoire"", 'Netherlands']",Centre-Back,"           0
0  Left-Back",Man City,,,"Aug 5, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
415,Michail Antonio,€4.00m,"May 27, 2024","Mar 28, 1990",34,1.8,Jamaica,[],Centre-Forward,,West Ham,,,"Sep 1, 2015","Jun 30, 2024",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
416,Kacper Kozlowski,€5.00m,"May 31, 2024","Oct 16, 2003",20,1.82,Poland,[],Central Midfield,,Brighton,,,"Jan 5, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
417,Joe Hodge,€1.50m,"May 24, 2024","Sep 14, 2002",21,1.72,Ireland,"['England', 'Ireland']",Defensive Midfield,"                  0
0  Central Midfield",Wolves,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
418,Fraser Forster,€1.20m,"May 27, 2024","Mar 17, 1988",36,2.01,England,['England'],Goalkeeper,,Tottenham,,,"Jul 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
419,Harrison Ashby,€1.20m,"May 24, 2024","Nov 14, 2001",22,1.79,Scotland,"['England', 'Scotland']",Right-Back,"                0
0  Right Midfield",Newcastle,,,"Jan 31, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
420,Joe White,€300k,"Dec 29, 2023","Oct 1, 2002",21,1.86,England,[],Attacking Midfield,,Newcastle,,,"Jul 1, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
421,Pau Torres,€45.00m,"May 27, 2024","Jan 16, 1997",27,1.92,Spain,[],Centre-Back,,Aston Villa,,,"Jul 12, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
422,Calum Chambers,€4.00m,"May 27, 2024","Jan 20, 1995",29,1.82,England,[],Centre-Back,,Aston Villa,,,"Jan 27, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
423,Robin Olsen,€1.50m,"May 27, 2024","Jan 8, 1990",34,1.96,Sweden,"['Sweden', 'Denmark']",Goalkeeper,,Aston Villa,,,"Jul 1, 2022",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
424,Abdallah Sima,€7.50m,"May 30, 2024","Jun 17, 2001",23,1.88,Senegal,[],Right Winger,,Brighton,,,"Aug 31, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
425,Jean-Ricner Bellegarde,€15.00m,"May 27, 2024","Jun 27, 1998",26,1.72,France,"['France', 'Haiti']",Central Midfield,"                    0
0  Defensive Midfield
1       Left Midfield",Wolves,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
426,Leif Davis,€9.00m,"May 24, 2024","Dec 31, 1999",24,1.82,England,[],Left-Back,,Ipswich,,,"Jul 25, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
427,Victor Lindelöf,€15.00m,"May 27, 2024","Jul 17, 1994",29,1.87,Sweden,['Sweden'],Centre-Back,"            0
0  Right-Back
1   Left-Back",Man Utd,,,"Jul 1, 2017","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
428,Vladimír Coufal,€8.00m,"May 27, 2024","Aug 22, 1992",31,1.74,Czech Republic,[],Right-Back,,West Ham,,,"Oct 2, 2020","Jun 30, 2024",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
429,Mahmoud Dahoud,€6.00m,"May 29, 2024","Jan 1, 1996",28,1.78,Syria,[],Central Midfield,,Brighton,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
430,Jadon Sancho,€30.00m,"May 29, 2024","Mar 25, 2000",24,1.8,England,[],Left Winger,,Man Utd,,,"Jul 23, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
431,Mads Roerslev,€10.00m,"May 27, 2024","Jun 24, 1999",25,1.84,Denmark,['Denmark'],Right-Back,"                0
0  Right Midfield",Brentford,,,"Aug 7, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
432,Andy Irving,€2.00m,"May 21, 2024","May 13, 2000",24,1.9,Scotland,['Scotland'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",West Ham,,,"Aug 31, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
433,Santiago Bueno,€8.00m,"May 27, 2024","Nov 9, 1998",25,1.9,Uruguay,[],Centre-Back,,Wolves,,,"Aug 31, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
434,João Gomes,€35.00m,"May 27, 2024","Feb 12, 2001",23,1.76,Brazil,[],Central Midfield,,Wolves,,,"Jan 30, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
435,Danilo,€28.00m,"May 27, 2024","Apr 29, 2001",23,1.77,Brazil,['Brazil'],Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Nottm Forest,,,"Jan 16, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
436,Lewis O'Brien,€5.00m,"May 24, 2024","Oct 14, 1998",25,1.73,England,[],Central Midfield,,Nottm Forest,,,"Jul 20, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
437,James Maddison,€70.00m,"May 27, 2024","Nov 23, 1996",27,1.75,England,['England'],Attacking Midfield,"                  0
0  Central Midfield
1    Right Midfield",Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
438,Destiny Udogie,€45.00m,"May 27, 2024","Nov 28, 2002",21,1.88,Italy,[],Left-Back,,Tottenham,,,"Aug 16, 2022","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
439,Jakub Kiwior,€30.00m,"May 27, 2024","Feb 15, 2000",24,1.89,Poland,['Poland'],Left-Back,"                    0
0         Centre-Back
1  Defensive Midfield",Arsenal,,,"Jan 23, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
440,Raheem Sterling,€35.00m,"May 27, 2024","Dec 8, 1994",29,1.7,England,"['England', 'Jamaica']",Left Winger,"                0
0    Right Winger
1  Centre-Forward",Chelsea,,,"Jul 13, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
441,Nayef Aguerd,€35.00m,"May 27, 2024","Mar 30, 1996",28,1.9,Morocco,['Morocco'],Centre-Back,,West Ham,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
442,Alfie Whiteman,€500k,"May 27, 2024","Oct 2, 1998",25,1.88,England,[],Goalkeeper,,Tottenham,,,"Jul 1, 2019","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
443,Will Hughes,€9.00m,"May 27, 2024","Apr 17, 1995",29,1.85,England,[],Central Midfield,,Crystal Palace,,,"Aug 28, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
444,Saša Lukić,€10.00m,"May 27, 2024","Aug 13, 1996",27,1.82,Serbia,[],Central Midfield,,Fulham,,,"Jan 31, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
445,Malo Gusto,€35.00m,"May 27, 2024","May 19, 2003",21,1.78,France,[],Right-Back,,Chelsea,,,"Jan 29, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
446,Bryan Gil,€14.00m,"May 27, 2024","Feb 11, 2001",23,1.75,Spain,[],Left Winger,,Tottenham,,,"Jul 26, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
